symbol,timestamp_est,open,high,low,close,volume,trade_count,vwap
SPY,2022-05-16T00:00:00-04:00,400.02,403.94,397.62,400.26,2126515,12495,400.620645
SPY,2022-05-17T00:00:00-04:00,406.5,408.45,402.62,408.32,2344311,16445,406.212873
SPY,2022-05-18T00:00:00-04:00,403.535,403.78,390.55,391.94,2791976,18292,394.809069
SPY,2022-05-19T00:00:00-04:00,388.61,394.1,387.205,389.41,2361296,13874,390.392481
SPY,2022-05-20T00:00:00-04:00,393.28,393.76,380.56,389.59,3193677,20217,386.017097
SPY,2022-05-23T00:00:00-04:00,392.94,397.7,390.4,396.96,1917353,13982,395.018517
SPY,2022-05-24T00:00:00-04:00,392.565,395.15,387.06,394.04,2426004,15893,391.121589
SPY,2022-05-25T00:00:00-04:00,392.31,399.43,391.97,397.4,1743436,13248,395.923937
SPY,2022-05-26T00:00:00-04:00,398.53,407.03,398.53,405.31,2200921,17326,404.74198
SPY,2022-05-27T00:00:00-04:00,407.95,415.35,407.77,415.35,2162002,16069,412.420359
SPY,2022-05-31T00:00:00-04:00,413.595,416.45,410.03,412.96,2083148,16066,413.506475
SPY,2022-06-01T00:00:00-04:00,415.14,416.24,406.97,409.61,1869336,14427,410.760454
SPY,2022-06-02T00:00:00-04:00,409.38,417.43,407.07,417.37,2054041,16959,412.995015
SPY,2022-06-03T00:00:00-04:00,412.45,414.02,409.53,410.51,1882423,14440,411.372559
SPY,2022-06-06T00:00:00-04:00,414.8,416.58,410.57,411.69,1558059,11535,413.291479
SPY,2022-06-07T00:00:00-04:00,408.06,416.22,407.64,415.75,1484530,12173,413.096777
SPY,2022-06-08T00:00:00-04:00,413.87,415.8,410.39,411.3,1624210,13690,412.60546
SPY,2022-06-09T00:00:00-04:00,409.32,411.71,401.45,401.45,1956316,15212,406.939301
SPY,2022-06-10T00:00:00-04:00,394.875,395.75,389.76,389.76,2613512,21397,391.786326
SPY,2022-06-13T00:00:00-04:00,379.89,381.77,373.33,375.08,3778833,27577,377.175308
SPY,2022-06-14T00:00:00-04:00,376.89,377.91,370.59,373.83,1984160,15124,374.125238
SPY,2022-06-15T00:00:00-04:00,377.335,383.84,372.14,379.2,3169544,22520,378.203284
SPY,2022-06-16T00:00:00-04:00,370.51,370.925,364.12,367.08,3220976,21701,366.974029
SPY,2022-06-17T00:00:00-04:00,365.47,369.38,362.18,365.81,2502209,17580,366.535702
SPY,2022-06-21T00:00:00-04:00,371.87,376.51,371.83,375.12,1585797,14251,374.922413
SPY,2022-06-22T00:00:00-04:00,370.57,378.71,370.18,374.33,1541028,12492,375.508092
SPY,2022-06-23T00:00:00-04:00,376.67,378.815,372.9,378.23,1358761,11549,376.111462
SPY,2022-06-24T00:00:00-04:00,381.44,390.07,381.37,390.07,2042323,17140,386.993361
SPY,2022-06-27T00:00:00-04:00,391.06,391.3,387.445,388.67,1379071,11473,389.010265
SPY,2022-06-28T00:00:00-04:00,390.16,392.995,380.545,380.83,1434998,10428,385.106286
SPY,2022-06-29T00:00:00-04:00,381.23,382.25,378.45,380.43,1347481,10425,380.345342
SPY,2022-06-30T00:00:00-04:00,376.29,380.61,372.6,377.285,2090833,15745,376.926183
SPY,2022-07-01T00:00:00-04:00,376.59,381.67,373.87,381.11,1365163,10850,378.062049
SPY,2022-07-05T00:00:00-04:00,376.32,381.98,372.91,381.98,1250596,10277,376.933929
SPY,2022-07-06T00:00:00-04:00,382.105,385.84,379.61,383.31,1333191,10096,382.409573
SPY,2022-07-07T00:00:00-04:00,385.16,389.82,385.15,388.84,1200997,11328,388.097142
SPY,2022-07-08T00:00:00-04:00,387.27,390.635,385.72,388.55,1023870,9552,388.624905
SPY,2022-07-11T00:00:00-04:00,385.85,386.825,383.515,384.19,1055393,8302,384.811001
SPY,2022-07-12T00:00:00-04:00,383.63,386.11,378.995,380.9,1145027,9805,382.577723
SPY,2022-07-13T00:00:00-04:00,375.18,381.9,374.66,378.86,1560393,12060,378.812782
SPY,2022-07-14T00:00:00-04:00,373.61,378.54,371.07,377.955,1449695,10746,375.024529
SPY,2022-07-15T00:00:00-04:00,382.59,385.245,380.59,384.92,1426821,13566,383.831492
SPY,2022-07-18T00:00:00-04:00,388.39,389.08,380.68,382.02,1375367,12785,385.669711
SPY,2022-07-19T00:00:00-04:00,386.18,392.84,385.44,392.17,1603480,14349,390.176843
SPY,2022-07-20T00:00:00-04:00,392.42,396.25,391.05,394.86,1373750,12136,394.275523
SPY,2022-07-21T00:00:00-04:00,394.14,398.84,391.67,398.84,1140760,10495,395.658539
SPY,2022-07-22T00:00:00-04:00,398.79,400.17,392.76,395.13,1518449,15251,395.669502
SPY,2022-07-25T00:00:00-04:00,395.84,396.44,393.23,395.49,792134,9590,394.932006
SPY,2022-07-26T00:00:00-04:00,393.72,394.04,389.96,390.79,918302,9717,391.54146
SPY,2022-07-27T00:00:00-04:00,394.47,402.85,394.09,401.02,2266143,16652,399.299216
SPY,2022-07-28T00:00:00-04:00,401.88,406.79,398.19,405.92,1633561,15802,403.074172
SPY,2022-07-29T00:00:00-04:00,407.62,413,406.8,412.13,1387388,11447,411.008057
SPY,2022-08-01T00:00:00-04:00,409.18,413.39,408.4,410.77,1194335,10526,410.904579
SPY,2022-08-02T00:00:00-04:00,409.13,412.96,406.9,408.13,1041460,10183,409.730958
SPY,2022-08-03T00:00:00-04:00,410.3,415.65,410.03,414.39,945100,9154,413.530669
SPY,2022-08-04T00:00:00-04:00,414.39,415.04,412.505,414.17,754368,6857,414.105046
SPY,2022-08-05T00:00:00-04:00,409.7,414.13,409.6,413.43,1001026,8387,412.454361
SPY,2022-08-08T00:00:00-04:00,415.23,417.62,411.89,412.92,997879,8466,415.020404
SPY,2022-08-09T00:00:00-04:00,412.23,412.67,410.23,411.38,904719,8999,411.233896
SPY,2022-08-10T00:00:00-04:00,418.78,420.14,416.73,419.82,1238604,9500,419.018659
SPY,2022-08-11T00:00:00-04:00,423.01,424.94,419.24,420.02,1196335,9869,421.685895
SPY,2022-08-12T00:00:00-04:00,422.04,427.2,421.08,427.03,956808,9460,425.006946
SPY,2022-08-15T00:00:00-04:00,424.82,429.34,424.77,428.9,1071259,10780,427.860704
SPY,2022-08-16T00:00:00-04:00,427.73,431.71,426.895,429.72,889212,9366,429.314272
SPY,2022-08-17T00:00:00-04:00,425.96,429.48,424.565,426.67,955055,7557,426.717553
SPY,2022-08-18T00:00:00-04:00,426.86,428.6,425.525,427.82,843759,8369,427.102615
SPY,2022-08-19T00:00:00-04:00,424.85,425.24,421.245,422.19,1311955,10660,422.720965
SPY,2022-08-22T00:00:00-04:00,417.04,417.225,412.405,413.41,1506564,13776,414.255567
SPY,2022-08-23T00:00:00-04:00,412.84,415.405,411.78,412.3,1094373,10489,413.292157
SPY,2022-08-24T00:00:00-04:00,412.03,415.105,411.47,413.66,820436,7857,413.48442
SPY,2022-08-25T00:00:00-04:00,415.22,419.56,414.15,419.52,953924,9083,416.987578
SPY,2022-08-26T00:00:00-04:00,419.46,419.89,405.29,405.35,1616118,11450,410.451273
SPY,2022-08-29T00:00:00-04:00,402.22,405.82,401.2,402.63,1459284,13862,403.370348
SPY,2022-08-30T00:00:00-04:00,403.97,404.03,396.01,398.17,1586931,12943,398.551439
SPY,2022-08-31T00:00:00-04:00,399.92,401.21,395.05,395.11,1484931,12128,397.319771
SPY,2022-09-01T00:00:00-04:00,392.84,396.78,390.06,396.33,1672423,14485,393.038504
SPY,2022-09-02T00:00:00-04:00,400.27,401.55,390.335,392.19,2121598,17184,395.2897
SPY,2022-09-06T00:00:00-04:00,393.15,394.12,388.475,390.83,1205303,10423,391.265108
SPY,2022-09-07T00:00:00-04:00,390.41,398.55,390.3,397.82,1216815,10486,395.511435
SPY,2022-09-08T00:00:00-04:00,395.34,400.85,394.17,400.375,1898322,13754,397.965792
SPY,2022-09-09T00:00:00-04:00,402.74,407.51,402.5,406.51,1405507,11470,405.892879
SPY,2022-09-12T00:00:00-04:00,408.77,411.71,408.5,411.02,1053304,9447,410.315733
SPY,2022-09-13T00:00:00-04:00,401.8,403.1,391.93,393.03,2951925,25185,397.104671
SPY,2022-09-14T00:00:00-04:00,394.44,396.08,391.15,394.53,1111740,10473,393.751617
SPY,2022-09-15T00:00:00-04:00,392.97,395.92,388.81,390.19,1620604,12398,391.964117
SPY,2022-09-16T00:00:00-04:00,384.14,386.25,382.11,385.58,1669994,16554,384.278395
SPY,2022-09-19T00:00:00-04:00,382.27,388.52,382.18,388.515,897971,8070,386.158801
SPY,2022-09-20T00:00:00-04:00,385.065,386.01,381.21,384.22,1647627,16330,383.731321
SPY,2022-09-21T00:00:00-04:00,386.12,389.29,377.39,377.39,2085917,14649,383.588059
SPY,2022-09-22T00:00:00-04:00,376.58,377.66,373.495,374.29,1288498,12577,375.390072
SPY,2022-09-23T00:00:00-04:00,370.55,370.57,363.3,368.19,2136439,19381,366.672682
SPY,2022-09-26T00:00:00-04:00,366.42,370.19,363.05,364.33,1847635,14461,365.934073
SPY,2022-09-27T00:00:00-04:00,368.01,370.38,360.93,363.395,1506076,11332,364.595492
SPY,2022-09-28T00:00:00-04:00,364.36,372.3,362.63,370.52,2006135,15700,367.745962
SPY,2022-09-29T00:00:00-04:00,366.81,367.04,359.72,362.76,2229924,18062,362.361042
SPY,2022-09-30T00:00:00-04:00,361.91,365.82,357.11,357.21,2816620,22029,360.879748
SPY,2022-10-03T00:00:00-04:00,361.04,368.54,359.335,366.66,1618750,13864,365.424889
SPY,2022-10-04T00:00:00-04:00,372.42,377.99,372.35,377.99,1487082,12149,376.218514
SPY,2022-10-05T00:00:00-04:00,373.39,379.44,370.97,377.19,1490642,11117,374.914723
SPY,2022-10-06T00:00:00-04:00,375.61,378.68,372.68,373.19,1464188,11525,374.716403
SPY,2022-10-07T00:00:00-04:00,369,369.22,360.945,362.75,1786980,12057,364.259771
SPY,2022-10-10T00:00:00-04:00,363.97,364.17,357.74,360.08,1239893,9813,360.950967
SPY,2022-10-11T00:00:00-04:00,358.24,362.98,355.75,357.86,1607080,12255,358.588318
SPY,2022-10-12T00:00:00-04:00,358.32,359.8,356.33,356.52,1308393,9299,357.977097
SPY,2022-10-13T00:00:00-04:00,349.21,367.495,348.125,366.08,2869450,14960,360.169918
SPY,2022-10-14T00:00:00-04:00,368.56,370.23,356.96,357.68,1802519,11708,360.807605
SPY,2022-10-17T00:00:00-04:00,364,367.97,363.97,366.86,1484072,12875,366.554027
SPY,2022-10-18T00:00:00-04:00,375.13,375.41,367.56,371.19,1258448,8876,371.182659
SPY,2022-10-19T00:00:00-04:00,368.33,371.8,365.685,368.53,949998,7220,368.360341
SPY,2022-10-20T00:00:00-04:00,368.02,372.66,364.62,365.4,1564765,14731,367.768829
SPY,2022-10-21T00:00:00-04:00,365.12,374.785,363.71,374.3,1582516,12446,371.428339
SPY,2022-10-24T00:00:00-04:00,375.91,380.04,373.145,378.77,1388193,11584,377.432283
SPY,2022-10-25T00:00:00-04:00,378.87,385.235,378.78,384.83,1211118,9455,383.302879
SPY,2022-10-26T00:00:00-04:00,381.62,387.55,381.36,382.13,1585903,13128,383.552249
SPY,2022-10-27T00:00:00-04:00,383.28,384.93,379.33,380.07,1493070,14747,381.440923
SPY,2022-10-28T00:00:00-04:00,379.87,389.52,379.695,388.99,1568316,15064,386.505473
SPY,2022-10-31T00:00:00-04:00,386.4,388.38,385.34,386.22,1745821,14100,386.650703
SPY,2022-11-01T00:00:00-04:00,390.145,390.37,383.39,384.51,1294546,9738,385.762307
SPY,2022-11-02T00:00:00-04:00,383.97,388.61,374.96,375.02,2467552,15965,381.587949
SPY,2022-11-03T00:00:00-04:00,371.41,374.2,368.82,371.035,1643995,13925,371.953569
SPY,2022-11-04T00:00:00-04:00,377,378.75,370.06,376.14,1658118,12290,374.218854
SPY,2022-11-07T00:00:00-05:00,377.83,380.56,375.53,380.01,1250909,9820,378.471888
SPY,2022-11-08T00:00:00-05:00,381.11,385.12,377.73,381.93,1721182,12257,381.922674
SPY,2022-11-09T00:00:00-05:00,379.87,381.13,373.63,374.17,1329373,10196,377.064948
